Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-xe3o,randomiser-mhmr,branch-632j,randomiser-ydsz,randomiser-dv67,randomiser-4jvp,randomiser-whjp,randomiser-8x67,randomiser-wkma,branch-tihy,Randomise questionnaire elements?,consent-response-1,consent-response-2,consent-response-text,consent-response-other,END QUESTIONNAIRE
1,1701461596670,01/12/2023 20:13:16,1701461596415,-8,01/12/2023 12:13:16,146089,8,questionnaire-ibmm,,33360131,BLIND,9877009,,complete,,656a3e50e591aa346ef4fe8c,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 119.0.0.0,2560x1440,1277x1100,,,,Consent,5,SoundCheckPassed,6,test passed,,,,,,4,yes,No,Evet,,,,24321
1,1701461686287,01/12/2023 20:14:46,1701461686918,0,01/12/2023 20:14:46,146089,8,questionnaire-ibmm,,33360152,BLIND,9877015,,complete,,656a3e8c6f9bf26675468e9c,mobile,undefined K,Android 10,Chrome 119.0.0.0,412x915,412x772,,,,Consent,5,SoundCheckPassed,3,test passed,,,4,,,,yes,No,Evet,,,,5694
1,1701462933734,01/12/2023 20:35:33,1701462930624,0,01/12/2023 20:35:30,146089,8,questionnaire-ibmm,,33360423,BLIND,9877087,,complete,,656a438363f8bd5d76af3a97,mobile,undefined K,Android 10,Chrome 119.0.0.0,412x846,412x714,,,,Consent,5,SoundCheckPassed,5,test passed,,,,,4,,yes,No,Evet,,,,17469
1,1701466386275,01/12/2023 21:33:06,1701466386166,0,01/12/2023 21:33:06,146089,8,questionnaire-ibmm,,33361301,BLIND,9877321,,complete,,656a51049160f45b681eb993,mobile,Apple iPhone,iOS 17.1.1,Mobile Safari 17.1.1,375x667,375x547,,,,Consent,5,SoundCheckPassed,4,test passed,,,,1,,,yes,No,Evet,,,,25013
1,1701466828472,01/12/2023 21:40:28,1701466828313,-5,01/12/2023 16:40:28,146089,8,questionnaire-ibmm,,33361476,BLIND,9877348,,complete,,656a52c2dd1e1394f515961d,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.0,1440x900,1440x743,,,,Consent,5,SoundCheckPassed,1,test passed,5,,,,,,yes,No,Evet,,,,17899
1,1701471226150,01/12/2023 22:53:46,1701471226044,0,01/12/2023 22:53:46,146089,8,questionnaire-ibmm,,33362365,BLIND,9877561,,complete,,656a63e3341f5e160f0b6416,mobile,Apple iPhone,iOS 16.1.1,Mobile Safari 16.1,414x896,414x719,,,,Consent,5,SoundCheckPassed,2,test passed,,1,,,,,yes,No,Evet,,,,121224
1,1701478037079,02/12/2023 00:47:17,1701478036638,1,02/12/2023 01:47:16,146089,8,questionnaire-ibmm,,33363383,BLIND,9877842,,complete,,656a7e8ce591aa346ef50c65,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1920x1080,1920x931,,,,Consent,5,SoundCheckPassed,5,test passed,,,,,3,,yes,No,Evet,,,,4220
1,1701482148711,02/12/2023 01:55:48,1701482148595,0,02/12/2023 01:55:48,146089,8,questionnaire-ibmm,,33363762,BLIND,9877910,,complete,,656a8e816626c75c57ad94fd,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.6,1920x1080,1324x944,,,,Consent,5,SoundCheckPassed,3,test passed,,,6,,,,yes,No,Evet,,,,8180
1,1701496542050,02/12/2023 05:55:42,1701496541838,11,02/12/2023 16:55:41,146089,8,questionnaire-ibmm,,33364598,BLIND,9878106,,complete,,656ac6c57d556b0b094e0fa6,computer,Desktop or Laptop,Windows 10,Edge 119.0.0.0,1920x1080,1920x937,,,,Consent,5,SoundCheckPassed,1,test passed,4,,,,,,yes,No,Evet,,,,21865
1,1701505237502,02/12/2023 08:20:37,1701505238213,0,02/12/2023 08:20:38,146089,8,questionnaire-ibmm,,33365025,BLIND,9878203,,complete,,656ae8b6b458c046d3b27ca9,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1536x864,1536x754,,,,Consent,5,SoundCheckPassed,4,test passed,,,,3,,,yes,No,Evet,,,,233903
1,1701509267955,02/12/2023 09:27:47,1701509267854,0,02/12/2023 09:27:47,146089,8,questionnaire-ibmm,,33365739,BLIND,9878343,,complete,,656af86dff23435c75638f81,mobile,Apple iPhone,iOS 17.1.1,Mobile Safari 17.1.1,414x896,414x714,,,,Consent,5,SoundCheckPassed,6,test passed,,,,,,3,yes,No,Evet,,,,111876
1,1701536104208,02/12/2023 16:55:04,1701536105425,0,02/12/2023 16:55:05,146089,8,questionnaire-ibmm,,33373126,BLIND,9879902,,complete,,656b61562a4c0dfb7da33e00,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1920x1080,1920x955,,,,Consent,5,SoundCheckPassed,3,test passed,,,1,,,,yes,No,Evet,,,,5139
1,1701539390836,02/12/2023 17:49:50,1701539390618,0,02/12/2023 17:49:50,146089,8,questionnaire-ibmm,,33373824,BLIND,9880139,,complete,,656b6e33eb9fdbf134d3fbfc,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 119.0.0.0,1440x900,1440x672,,,,Consent,5,SoundCheckPassed,5,test passed,,,,,6,,yes,No,Evet,,,,7728
1,1701548342450,02/12/2023 20:19:02,1701548342330,-5,02/12/2023 15:19:02,146089,8,questionnaire-ibmm,,33375575,BLIND,9880557,,complete,,656b8cf98c036a31a22dd30b,mobile,Apple iPhone,iOS 17.1.2,Mobile Safari 17.1.2,390x844,390x663,,,,Consent,5,SoundCheckPassed,1,test passed,2,,,,,,yes,No,Evet,,,,5848
1,1701805600595,05/12/2023 19:46:40,1701805600484,2,05/12/2023 21:46:40,146089,8,questionnaire-ibmm,,33456318,BLIND,9900839,,complete,,656f7dcbc4d454fba6da9b26,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 119.0.0.0,1920x1080,1920x963,,,,Consent,5,SoundCheckPassed,4,test passed,,,,2,,,yes,No,Evet,,,,89640
1,1702022672797,08/12/2023 08:04:32,1702022673401,1,08/12/2023 09:04:33,146089,8,questionnaire-ibmm,,33537884,BLIND,9928688,,complete,,6572cdfb2832f9bfd2a6baee,computer,Desktop or Laptop,Windows 10,Opera 105.0.0.0,1920x1080,1866x966,,,,Consent,5,SoundCheckPassed,6,test passed,,,,,,2,yes,No,Evet,,,,63041
1,1702087004878,09/12/2023 01:56:44,1702087004672,-5,08/12/2023 20:56:44,146089,8,questionnaire-ibmm,,33556377,BLIND,9934114,,complete,,6573c9419ac8c7c82f2015e1,mobile,Apple iPhone,iOS 17.1,Chrome 119.0.6045.169,414x896,414x720,,,,Consent,5,SoundCheckPassed,2,test passed,,6,,,,,yes,No,Evet,,,,38759
1,1702932120172,18/12/2023 20:42:00,1702932118306,0,18/12/2023 20:41:58,146089,8,questionnaire-ibmm,,33765591,BLIND,9987367,,complete,,6580ae87d0c394247ececb9d,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1920x1080,1197x1136,,,,Consent,5,SoundCheckPassed,5,test passed,,,,,3,,yes,No,Evet,,,,26767
END OF FILE
